date,CBOE_Total_PCR,CBOE_Index_PCR,CBOE_ETP_PCR,CBOE_Equity_PCR,CBOE_VIX_PCR,CBOE_SPX_PCR
2022-01-05,1.05,1.85,1.21,0.57,1.06,2.09
2022-01-06,0.97,1.52,1.26,0.6,0.9,1.75
2022-01-07,0.95,1.54,1.17,0.59,0.49,1.86
2022-01-10,1.0,1.49,1.15,0.56,0.85,1.71
2022-01-11,0.76,1.32,0.88,0.44,0.78,1.51
2022-01-12,0.83,1.3,0.85,0.49,0.95,1.44
2022-01-13,0.96,1.49,1.34,0.6,0.74,1.85
2022-01-14,1.09,1.67,1.34,0.64,1.0,1.88
2022-01-18,1.0,1.4,1.29,0.52,0.86,1.75
2022-01-19,0.91,1.32,1.05,0.55,0.55,1.66
2022-01-20,0.99,1.41,1.25,0.62,0.6,1.77
2022-01-21,1.26,1.63,1.53,0.82,1.41,1.75
2022-01-24,1.17,1.58,1.25,0.67,1.1,1.97
2022-01-25,0.89,1.19,0.79,0.61,0.9,1.44
2022-01-26,1.0,1.65,1.01,0.56,1.67,1.64
2022-01-27,1.06,1.59,1.23,0.7,1.22,1.77
2022-01-28,1.03,1.19,1.39,0.72,0.52,1.44
2022-01-31,1.06,1.59,1.33,0.53,1.57,1.59
2022-02-01,0.95,1.44,1.19,0.53,1.25,1.56
2022-02-02,0.97,1.47,1.23,0.52,1.56,1.43
2022-02-03,1.09,1.43,1.43,0.75,0.82,1.75
2022-02-04,0.95,1.28,1.25,0.61,0.77,1.45
2022-02-07,0.93,1.38,1.12,0.53,0.96,1.57
2022-02-08,0.99,1.65,1.13,0.58,1.54,1.73
2022-02-09,0.91,1.53,1.25,0.44,1.59,1.51
2022-02-10,0.88,1.26,1.29,0.49,0.72,1.61
2022-02-11,1.12,1.51,1.49,0.64,0.69,2.02
2022-02-14,1.09,1.22,1.61,0.66,0.58,1.76
2022-02-15,0.93,1.21,1.37,0.5,0.57,2.07
2022-02-16,0.96,1.1,1.55,0.59,0.37,1.65
2022-02-17,1.04,1.42,1.2,0.68,1.18,1.46
2022-02-18,1.12,1.45,1.49,0.73,1.0,1.54
2022-02-22,0.99,1.27,1.36,0.55,0.84,1.39
2022-02-23,0.96,1.08,1.2,0.66,0.65,1.2
2022-02-24,1.03,1.32,1.27,0.67,0.79,1.57
2022-02-25,0.97,1.32,1.28,0.57,1.36,1.3
2022-02-28,0.95,1.38,1.2,0.49,0.93,1.5
2022-03-01,0.89,1.29,1.19,0.5,0.85,1.63
2022-03-02,0.95,1.34,1.24,0.55,0.62,1.71
2022-03-03,0.94,1.22,1.36,0.59,0.64,1.48
2022-03-04,0.95,1.21,1.12,0.67,0.29,2.0
2022-03-07,0.92,1.36,1.03,0.57,0.52,1.85
2022-03-08,0.96,1.37,1.3,0.52,0.73,1.8
2022-03-09,1.14,1.67,1.56,0.54,1.81,1.64
2022-03-10,0.94,1.17,1.27,0.6,0.71,1.38
2022-03-11,1.05,1.44,1.27,0.66,0.66,1.86
2022-03-14,1.0,1.16,1.37,0.63,0.48,1.81
2022-03-15,1.06,1.39,1.3,0.7,0.63,1.92
2022-03-16,1.01,1.5,1.19,0.56,1.36,1.56
2022-03-17,0.91,1.33,1.07,0.56,0.88,1.5
2022-03-18,0.78,1.07,1.14,0.45,0.52,1.45
2022-03-21,0.83,1.3,1.0,0.46,0.49,1.69
2022-03-22,0.93,1.27,1.53,0.49,0.51,1.9
2022-03-23,0.85,1.23,1.27,0.48,0.39,1.78
2022-03-24,0.84,1.54,1.1,0.47,1.07,1.77
2022-03-25,0.87,1.21,1.22,0.5,0.32,1.85
2022-03-28,0.9,1.47,1.18,0.45,0.42,1.9
2022-03-29,0.93,1.65,1.26,0.41,1.8,1.61
2022-03-30,0.86,1.47,1.16,0.42,0.71,1.73
2022-03-31,1.0,1.44,1.24,0.55,0.38,1.74
2022-04-01,1.02,1.61,1.24,0.59,0.62,1.79
2022-04-04,0.81,1.23,1.01,0.48,0.4,1.82
2022-04-05,0.95,1.47,1.14,0.58,0.49,2.12
2022-04-06,0.94,1.01,1.42,0.6,0.25,1.59
2022-04-07,0.88,1.2,1.2,0.6,0.33,1.58
2022-04-08,0.95,1.45,1.17,0.57,0.3,1.78
2022-04-11,1.01,1.38,1.38,0.55,0.21,1.9
2022-04-12,0.94,1.52,1.06,0.52,0.64,1.86
2022-04-13,0.91,1.28,1.16,0.51,0.34,1.63
2022-04-14,0.9,1.34,1.23,0.5,0.36,1.79
2022-04-18,0.95,1.47,1.34,0.45,0.52,1.84
2022-04-19,0.96,1.28,1.47,0.51,0.83,1.59
2022-04-20,0.95,1.22,1.23,0.61,0.33,1.76
2022-04-21,1.11,1.45,1.47,0.72,0.51,2.07
2022-04-22,1.3,1.61,1.48,0.87,0.66,1.98
2022-04-25,1.16,1.36,1.63,0.63,0.57,1.71
2022-04-26,1.07,1.31,1.22,0.72,0.79,1.53
2022-04-27,1.16,1.52,1.32,0.68,0.73,1.82
2022-04-28,1.16,1.69,1.46,0.71,1.86,1.64
2022-04-29,1.33,1.79,1.55,0.78,1.12,1.95
2022-05-02,1.22,1.52,1.48,0.65,0.96,1.69
2022-05-03,1.05,1.53,1.22,0.54,1.25,1.66
2022-05-04,1.05,1.41,1.33,0.58,1.07,1.54
2022-05-05,1.14,1.72,1.26,0.63,1.79,1.65
2022-05-06,1.15,1.51,1.33,0.72,1.1,1.59
2022-05-09,1.27,1.69,1.36,0.78,1.92,1.61
2022-05-10,1.0,1.21,1.15,0.68,0.71,1.36
2022-05-11,1.16,1.32,1.42,0.82,0.54,1.65
2022-05-12,1.23,1.52,1.56,0.81,0.62,2.01
2022-05-13,0.99,1.17,1.32,0.66,0.49,1.51
2022-05-16,0.92,1.17,0.93,0.64,0.22,1.8
2022-05-17,1.02,1.15,1.44,0.69,0.75,1.37
2022-05-18,1.19,1.36,1.42,0.83,0.52,1.82
2022-05-19,1.21,1.46,1.44,0.8,1.23,1.54
2022-05-20,1.17,1.47,1.35,0.8,0.84,1.67
2022-05-23,0.95,1.31,1.07,0.59,0.53,1.55
2022-05-24,1.01,1.17,1.17,0.77,0.56,1.37
2022-05-25,0.89,1.15,0.93,0.63,0.35,1.37
2022-05-26,0.93,1.14,1.18,0.63,0.73,1.27
2022-05-27,0.9,1.19,1.18,0.49,0.65,1.43
2022-05-31,0.96,1.16,1.1,0.64,0.63,1.31
2022-06-01,1.05,1.41,1.03,0.67,0.74,1.6
2022-06-02,0.93,1.11,1.27,0.62,0.42,1.37
2022-06-03,1.05,1.38,1.02,0.77,0.75,1.54
2022-06-06,1.02,1.4,1.28,0.6,0.79,1.57
2022-06-07,0.99,1.29,1.22,0.59,0.82,1.44
2022-06-08,0.92,1.26,0.97,0.57,0.94,1.37
2022-06-09,1.05,1.43,1.06,0.69,0.91,1.56
2022-06-10,1.28,1.58,1.37,0.89,1.03,1.76
2022-06-13,1.3,1.31,1.97,0.84,0.41,1.83
2022-06-14,1.13,1.2,1.41,0.83,0.54,1.36
2022-06-15,1.03,1.17,1.24,0.7,0.38,1.47
2022-06-16,1.24,1.5,1.31,0.86,0.5,1.71
2022-06-17,1.13,1.09,1.9,0.72,0.26,1.42
2022-06-21,0.85,1.15,1.04,0.48,0.49,1.34
2022-06-22,1.04,1.35,1.14,0.63,1.53,1.3
2022-06-23,0.94,1.24,1.0,0.67,0.44,1.35
2022-06-24,0.86,1.22,0.96,0.51,0.51,1.45
2022-06-27,0.95,1.25,0.96,0.62,0.47,1.43
2022-06-28,0.99,1.29,0.97,0.66,0.51,1.47
2022-06-29,1.24,1.22,1.92,0.78,0.44,1.3
2022-06-30,0.96,0.91,1.35,0.74,0.33,1.21
2022-07-01,0.96,1.23,0.95,0.69,0.45,1.43
2022-07-05,0.9,1.12,0.94,0.62,0.46,1.33
2022-07-06,0.87,0.91,1.1,0.65,0.17,1.33
2022-07-07,0.81,0.91,1.12,0.57,0.31,1.24
2022-07-08,0.92,1.27,1.04,0.56,0.6,1.45
2022-07-11,0.91,1.17,0.9,0.64,0.34,1.49
2022-07-12,0.97,1.15,1.05,0.68,0.42,1.46
2022-07-13,1.04,1.07,1.41,0.73,0.36,1.36
2022-07-14,0.94,0.9,1.36,0.75,0.17,1.28
2022-07-15,0.88,1.01,1.23,0.59,0.43,1.3
2022-07-18,0.99,1.41,1.28,0.54,0.97,1.55
2022-07-19,0.96,1.09,1.37,0.59,0.84,1.13
2022-07-20,0.96,1.23,1.07,0.62,0.74,1.36
2022-07-21,0.96,1.22,1.18,0.63,0.5,1.4
2022-07-22,1.08,1.34,1.37,0.73,0.25,1.58
2022-07-25,1.01,1.25,1.17,0.7,0.35,1.53
2022-07-26,1.0,1.26,1.04,0.76,0.69,1.4
2022-07-27,1.05,1.17,1.51,0.66,0.58,1.36
2022-07-28,0.94,1.2,1.02,0.67,0.48,1.38
2022-07-29,0.99,1.22,1.38,0.61,0.82,1.36
2022-08-01,1.02,1.27,1.37,0.67,0.35,1.53
2022-08-02,0.99,1.26,1.49,0.57,0.74,1.44
2022-08-03,0.89,1.09,1.29,0.56,0.46,1.19
2022-08-04,0.86,1.21,1.17,0.55,0.61,1.34
2022-08-05,0.86,1.04,1.18,0.58,0.2,1.49
2022-08-08,0.99,1.32,1.39,0.56,0.43,1.63
2022-08-09,0.95,1.16,1.11,0.7,0.42,1.44
2022-08-10,0.97,1.21,1.3,0.58,0.46,1.49
2022-08-11,0.92,1.22,1.35,0.51,0.52,1.35
2022-08-12,0.94,1.33,1.27,0.5,0.71,1.52
2022-08-15,0.9,1.09,1.2,0.57,0.74,1.23
2022-08-16,0.85,0.98,1.39,0.53,0.49,1.25
2022-08-17,0.91,1.07,1.17,0.61,0.37,1.32
2022-08-18,0.92,1.14,1.39,0.58,0.32,1.29
2022-08-19,1.01,1.3,1.2,0.74,0.65,1.43
2022-08-22,1.08,1.39,1.42,0.65,0.69,1.56
2022-08-23,0.98,1.16,1.33,0.65,0.26,1.3
2022-08-24,0.91,1.2,0.96,0.63,0.57,1.3
2022-08-25,0.89,1.09,1.26,0.59,0.46,1.16
2022-08-26,1.1,1.39,1.17,0.76,1.26,1.41
2022-08-29,1.22,1.56,1.46,0.74,1.92,1.49
2022-08-30,1.2,1.33,1.56,0.8,0.57,1.47
2022-08-31,1.11,1.32,1.24,0.78,0.33,1.46
2022-09-01,1.03,0.98,1.41,0.84,0.25,1.28
2022-09-02,1.13,1.34,1.22,0.81,0.34,1.53
2022-09-06,1.13,1.32,1.39,0.72,0.41,1.5
2022-09-07,1.0,1.09,1.25,0.75,0.3,1.26
2022-09-08,0.97,1.07,1.3,0.65,0.39,1.21
2022-09-09,0.93,1.17,1.39,0.52,0.39,1.36
2022-09-12,1.05,1.41,1.21,0.57,0.55,1.58
2022-09-13,1.15,1.34,1.46,0.73,0.4,1.64
2022-09-14,1.08,1.17,1.48,0.75,0.29,1.54
2022-09-15,1.07,1.31,1.27,0.73,0.38,1.48
2022-09-16,1.17,1.22,1.72,0.81,0.49,1.5
2022-09-19,0.88,1.06,1.21,0.54,0.25,1.36
2022-09-20,0.98,1.05,1.3,0.67,0.46,1.27
2022-09-21,1.05,1.26,1.19,0.71,1.17,1.27
2022-09-22,1.16,1.38,1.27,0.83,0.7,1.52
2022-09-23,1.36,1.43,1.67,1.02,0.74,1.71
2022-09-26,0.97,0.88,1.41,0.8,0.19,1.54
2022-09-27,1.15,1.37,1.09,0.78,0.54,1.69
2022-09-28,1.09,1.31,1.09,0.75,0.94,1.35
2022-09-29,1.12,1.19,1.26,0.91,0.47,1.4
2022-09-30,1.12,1.35,1.15,0.77,1.04,1.41
2022-10-03,0.96,1.01,1.21,0.71,0.3,1.2
2022-10-04,0.99,1.15,1.13,0.64,0.61,1.28
2022-10-05,0.89,0.88,1.14,0.72,0.31,1.03
2022-10-06,0.91,0.98,1.04,0.71,0.3,1.27
2022-10-07,1.04,1.09,1.14,0.88,0.68,1.17
2022-10-10,1.05,1.12,1.44,0.65,0.48,1.24
2022-10-11,0.97,0.97,1.2,0.77,0.3,1.23
2022-10-12,1.02,1.19,1.03,0.74,0.81,1.31
2022-10-13,0.9,0.99,0.98,0.66,0.3,1.26
2022-10-14,0.91,0.99,1.16,0.63,0.18,1.48
2022-10-17,0.97,1.16,1.08,0.61,0.35,1.49
2022-10-18,0.96,1.07,1.1,0.66,0.39,1.31
2022-10-19,1.02,1.18,1.1,0.74,0.44,1.39
2022-10-20,1.05,1.27,1.21,0.7,0.9,1.34
2022-10-21,0.92,1.14,1.09,0.58,0.47,1.35
2022-10-24,0.92,1.24,1.02,0.55,0.5,1.36
2022-10-25,0.9,1.07,1.03,0.62,0.46,1.23
2022-10-26,0.94,1.15,1.03,0.65,0.53,1.3
2022-10-27,1.08,1.2,1.3,0.85,0.43,1.46
2022-10-28,0.93,1.01,1.23,0.66,0.31,1.15
2022-10-31,0.94,1.08,1.15,0.61,0.25,1.31
2022-11-01,0.95,1.13,1.18,0.63,0.6,1.29
2022-11-02,1.18,1.23,1.19,1.14,0.41,1.46
2022-11-03,1.06,1.28,1.33,0.69,0.33,1.55
2022-11-04,1.02,1.33,0.96,0.74,0.62,1.47
2022-11-07,0.88,1.04,0.94,0.67,0.2,1.28
2022-11-08,1.15,1.11,1.03,1.3,0.6,1.24
2022-11-09,1.01,0.99,1.12,0.96,0.3,1.32
2022-11-10,0.88,1.11,0.94,0.6,0.33,1.38
2022-11-11,0.75,0.92,0.83,0.55,0.3,1.25
2022-11-14,0.88,0.99,1.13,0.61,0.44,1.3
2022-11-15,0.84,1.03,0.95,0.58,0.38,1.38
2022-11-16,1.22,1.07,1.34,1.33,0.24,1.42
2022-11-17,0.97,1.15,1.05,0.73,0.18,1.4
2022-11-18,0.87,1.24,0.91,0.61,0.31,1.37
2022-11-21,0.86,1.11,1.04,0.64,0.26,1.33
2022-11-22,1.17,1.05,1.07,1.35,0.34,1.38
2022-11-23,1.07,1.14,1.2,0.88,0.38,1.49
2022-11-25,0.94,1.27,1.0,0.63,0.64,1.57
2022-11-28,1.05,1.28,1.1,0.76,0.29,1.56
2022-11-29,1.03,1.35,1.0,0.72,0.32,1.6
2022-11-30,1.2,1.14,1.18,1.27,0.4,1.32
2022-12-01,0.96,1.14,0.94,0.81,0.54,1.31
2022-12-02,0.84,1.11,0.83,0.58,0.7,1.21
2022-12-05,0.93,1.18,0.97,0.66,0.38,1.44
2022-12-06,1.04,1.28,1.05,0.73,0.5,1.44
2022-12-07,1.22,1.2,0.97,1.46,0.18,1.39
2022-12-08,0.92,1.19,0.83,0.68,0.68,1.25
2022-12-09,1.15,1.32,1.18,0.95,0.71,1.42
2022-12-12,1.01,1.21,1.15,0.64,0.72,1.39
2022-12-13,0.93,1.08,0.92,0.7,0.53,1.27
2022-12-14,1.26,1.21,1.24,1.33,0.91,1.36
2022-12-15,1.15,1.4,1.27,0.73,0.73,1.64
2022-12-16,1.28,1.29,1.4,1.19,0.74,1.47
2022-12-19,0.98,1.3,1.12,0.62,0.84,1.42
2022-12-20,0.97,1.03,1.1,0.78,0.48,1.39
2022-12-21,1.5,1.01,1.76,2.03,0.22,1.29
2022-12-22,1.27,1.17,1.34,1.35,0.49,1.31
2022-12-23,1.01,1.19,1.05,0.77,0.67,1.31
2022-12-27,1.0,1.11,1.1,0.82,0.26,1.25
2022-12-28,1.91,1.24,2.29,2.4,0.54,1.38
2022-12-29,1.25,1.12,1.31,1.33,0.44,1.26
2022-12-30,1.19,1.43,1.21,0.84,0.44,1.56
2023-01-03,0.99,1.24,1.1,0.63,0.51,1.46
2023-01-04,1.12,1.32,1.34,0.76,0.63,1.47
2023-01-05,1.02,1.15,1.05,0.86,0.51,1.26
2023-01-06,0.99,1.01,1.09,0.91,0.34,1.22
2023-01-09,0.89,1.09,1.03,0.58,0.42,1.27
2023-01-10,0.98,1.15,1.15,0.64,0.61,1.32
2023-01-11,0.96,1.02,1.33,0.7,0.31,1.34
2023-01-12,0.96,1.18,1.03,0.65,0.71,1.34
2023-01-13,0.93,1.07,1.13,0.69,0.42,1.48
2023-01-17,0.97,1.27,1.12,0.59,0.74,1.45
2023-01-18,1.22,1.08,1.37,1.31,0.27,1.39
2023-01-19,0.99,1.05,1.2,0.76,0.3,1.27
2023-01-20,0.85,1.12,1.05,0.54,0.48,1.2
2023-01-23,0.87,1.2,0.95,0.53,0.7,1.26
2023-01-24,1.03,1.24,1.2,0.68,0.79,1.4
2023-01-25,0.99,1.08,1.14,0.75,0.52,1.28
2023-01-26,0.89,1.0,0.99,0.68,0.36,1.17
2023-01-27,0.84,1.23,1.02,0.51,0.55,1.41
2023-01-30,0.91,1.16,1.06,0.56,0.38,1.31
2023-01-31,0.92,1.03,1.13,0.66,0.29,1.34
2023-02-01,0.9,1.04,1.11,0.59,0.35,1.28
2023-02-02,0.8,0.91,1.17,0.49,0.29,1.28
2023-02-03,0.91,1.12,1.21,0.57,0.44,1.37
2023-02-06,0.85,0.87,1.0,0.71,0.25,1.34
2023-02-07,0.91,1.08,1.08,0.6,0.65,1.19
2023-02-08,0.9,1.14,0.94,0.63,0.53,1.28
2023-02-09,0.88,1.01,1.05,0.63,0.28,1.4
2023-02-10,1.03,1.17,1.32,0.69,0.57,1.42
2023-02-13,0.92,1.05,1.13,0.6,0.51,1.45
2023-02-14,0.96,1.05,1.19,0.61,0.44,1.46
2023-02-15,0.93,1.08,1.22,0.58,0.35,1.52
2023-02-16,0.89,1.0,1.08,0.6,0.18,1.49
2023-02-17,1.03,1.4,1.07,0.67,0.57,1.61
2023-02-21,0.98,1.12,1.15,0.68,0.53,1.33
2023-02-22,1.13,1.41,1.2,0.8,0.77,1.52
2023-02-23,1.04,1.19,1.18,0.76,0.34,1.42
2023-02-24,1.11,1.23,1.25,0.82,0.35,1.45
2023-02-27,1.04,1.31,1.09,0.66,0.65,1.46
2023-02-28,1.02,1.21,1.14,0.69,0.44,1.4
2023-03-01,1.13,1.24,1.16,0.97,0.46,1.35
2023-03-02,1.09,1.21,1.23,0.81,0.63,1.3
2023-03-03,0.91,1.02,1.21,0.59,0.25,1.33
2023-03-06,1.0,1.13,1.16,0.67,0.43,1.34
2023-03-07,0.87,0.8,1.21,0.74,0.12,1.3
2023-03-08,0.99,1.06,1.15,0.73,0.36,1.31
2023-03-09,1.04,1.08,1.2,0.81,0.28,1.49
2023-03-10,1.23,1.11,1.7,1.11,0.42,1.89
2023-03-13,1.02,1.05,1.3,0.76,0.43,1.51
2023-03-14,1.07,1.14,1.37,0.75,0.56,1.4
2023-03-15,1.0,0.97,1.35,0.8,0.45,1.4
2023-03-16,0.98,1.12,1.15,0.66,0.73,1.24
2023-03-17,0.98,1.18,1.14,0.65,0.55,1.46
2023-03-20,0.8,0.94,0.98,0.5,0.33,1.47
2023-03-21,1.03,1.23,1.18,0.62,0.89,1.43
2023-03-22,0.92,1.0,1.15,0.63,0.29,1.49
2023-03-23,1.12,1.27,1.35,0.77,0.39,1.52
2023-03-24,1.1,1.25,1.38,0.73,0.5,1.5
2023-03-27,0.94,1.15,0.97,0.67,0.41,1.38
2023-03-28,1.09,1.27,1.22,0.74,0.74,1.39
2023-03-29,0.98,0.99,1.49,0.64,0.4,1.22
2023-03-30,0.95,1.08,1.11,0.66,0.27,1.35
2023-03-31,1.04,1.12,1.46,0.59,0.49,1.32
2023-04-03,0.94,1.02,1.28,0.61,0.38,1.32
2023-04-04,1.11,1.11,1.52,0.77,0.25,1.43
2023-04-05,1.0,1.14,1.27,0.66,0.27,1.4
2023-04-06,1.0,1.12,1.24,0.69,0.27,1.57
2023-04-10,1.06,1.33,1.23,0.63,0.42,1.52
2023-04-11,1.02,1.26,1.3,0.56,0.86,1.45
2023-04-12,1.0,1.06,1.24,0.7,0.35,1.33
2023-04-13,0.92,0.99,1.16,0.62,0.4,1.29
2023-04-14,0.91,1.01,1.07,0.65,0.41,1.35
2023-04-17,1.02,1.28,1.03,0.65,0.79,1.49
2023-04-18,0.92,1.02,1.06,0.64,0.43,1.45
2023-04-19,1.02,1.07,1.3,0.8,0.42,1.64
2023-04-20,0.99,1.07,1.21,0.74,0.37,1.39
2023-04-21,0.89,1.03,1.16,0.61,0.26,1.41
2023-04-24,0.87,1.07,1.01,0.57,0.43,1.33
2023-04-25,1.01,1.07,1.02,0.9,0.38,1.46
2023-04-26,1.07,1.09,1.31,0.87,0.3,1.31
2023-04-27,1.01,1.12,1.28,0.7,0.59,1.26
2023-04-28,0.98,1.06,1.17,0.76,0.37,1.27
2023-05-01,0.98,1.12,1.14,0.7,0.55,1.29
2023-05-02,1.02,1.05,1.22,0.78,0.43,1.4
2023-05-03,1.11,1.31,1.38,0.75,1.12,1.36
2023-05-04,0.91,0.82,1.31,0.82,0.22,1.39
2023-05-05,0.95,1.11,1.1,0.69,0.57,1.29
2023-05-08,1.04,1.25,1.27,0.73,0.52,1.45
2023-05-09,0.93,1.07,1.16,0.67,0.44,1.35
2023-05-10,0.96,1.04,1.16,0.68,0.48,1.29
2023-05-11,0.9,1.01,1.07,0.67,0.35,1.39
2023-05-12,0.92,1.12,0.94,0.7,0.49,1.38
2023-05-15,0.94,1.17,1.08,0.56,0.68,1.37
2023-05-16,0.94,1.0,1.23,0.68,0.4,1.5
2023-05-17,0.99,1.1,1.26,0.68,0.62,1.26
2023-05-18,0.82,0.82,1.09,0.65,0.23,1.18
2023-05-19,0.9,1.07,1.2,0.56,0.47,1.38
2023-05-22,0.82,0.89,1.24,0.54,0.17,1.44
2023-05-23,1.0,1.18,1.27,0.59,0.36,1.38
2023-05-24,1.06,1.22,1.12,0.77,0.87,1.32
2023-05-25,0.9,1.22,1.01,0.56,1.21,1.21
2023-05-26,0.88,1.14,1.1,0.53,0.36,1.38
2023-05-30,0.9,1.1,1.26,0.51,0.36,1.38
2023-05-31,1.06,1.19,1.28,0.81,0.32,1.38
2023-06-01,0.88,1.0,1.13,0.58,0.43,1.32
2023-06-02,0.76,0.79,1.06,0.52,0.28,1.21
2023-06-05,0.97,1.11,1.42,0.57,0.32,1.32
2023-06-06,0.93,1.15,1.15,0.55,0.82,1.33
2023-06-07,0.9,1.13,1.09,0.59,0.71,1.25
2023-06-08,0.87,0.95,1.24,0.58,0.44,1.25
2023-06-09,0.84,1.12,1.01,0.5,0.64,1.28
2023-06-12,0.88,1.06,1.17,0.52,0.42,1.34
2023-06-13,0.82,0.97,1.02,0.56,0.4,1.24
2023-06-14,1.01,0.96,1.61,0.74,0.24,1.28
2023-06-15,0.88,1.02,1.22,0.52,0.29,1.24
2023-06-16,0.82,1.24,0.92,0.46,0.68,1.45
2023-06-20,0.84,1.05,1.02,0.5,0.47,1.51
2023-06-21,0.91,1.12,1.16,0.53,0.35,1.46
2023-06-22,0.83,0.92,1.01,0.64,0.29,1.24
2023-06-23,0.89,1.04,1.11,0.64,0.19,1.34
2023-06-26,0.9,1.13,1.07,0.55,0.32,1.38
2023-06-27,0.92,1.08,1.34,0.52,0.33,1.36
2023-06-28,0.84,0.92,1.1,0.59,0.25,1.21
2023-06-29,0.87,1.08,1.03,0.58,0.35,1.24
2023-06-30,0.88,1.11,1.04,0.53,0.3,1.4
2023-07-03,0.84,1.31,1.02,0.52,0.49,1.52
2023-07-05,0.95,1.26,1.25,0.58,0.57,1.54
2023-07-06,0.93,1.05,1.25,0.57,0.57,1.33
2023-07-07,0.83,1.05,0.99,0.52,0.32,1.31
2023-07-10,0.86,1.15,1.06,0.51,0.5,1.3
2023-07-11,0.74,1.04,0.93,0.39,0.62,1.22
2023-07-12,0.86,1.01,1.13,0.52,0.48,1.27
2023-07-13,0.83,1.23,0.93,0.48,0.84,1.31
2023-07-14,0.84,1.24,1.06,0.48,0.55,1.48
2023-07-17,0.84,1.15,0.99,0.56,0.39,1.52
2023-07-18,0.78,1.01,1.02,0.5,0.4,1.32
2023-07-19,0.83,1.13,0.9,0.48,0.76,1.34
2023-07-20,0.87,1.09,1.06,0.61,0.4,1.38
2023-07-21,0.85,1.18,1.09,0.56,0.19,1.43
2023-07-24,0.82,1.03,1.19,0.5,0.24,1.44
2023-07-25,0.87,1.11,1.09,0.58,0.52,1.34
2023-07-26,0.96,1.44,1.09,0.55,0.86,1.6
2023-07-27,0.96,1.29,1.11,0.56,0.92,1.37
2023-07-28,0.92,1.1,1.1,0.71,0.3,1.3
2023-07-31,0.9,1.22,1.05,0.56,0.48,1.45
2023-08-01,0.84,0.96,1.12,0.58,0.27,1.32
2023-08-02,0.97,1.22,1.01,0.62,0.89,1.42
2023-08-03,0.88,1.09,0.91,0.62,0.42,1.43
2023-08-04,1.01,1.29,1.17,0.66,0.69,1.45
2023-08-07,1.03,1.31,1.34,0.65,0.47,1.51
2023-08-08,1.0,1.16,1.29,0.65,0.71,1.33
2023-08-09,0.98,1.13,1.17,0.68,0.63,1.32
2023-08-10,1.07,1.29,1.18,0.7,1.05,1.36
2023-08-11,1.0,1.15,1.13,0.8,0.39,1.43
2023-08-14,0.97,1.1,1.15,0.7,0.52,1.39
2023-08-15,1.05,1.2,1.18,0.75,0.75,1.41
2023-08-16,1.26,1.24,1.57,1.03,0.68,1.44
2023-08-17,1.09,1.12,1.21,0.97,0.32,1.52
2023-08-18,1.12,1.38,1.25,0.76,0.77,1.62
2023-08-21,0.91,1.17,1.12,0.55,0.44,1.32
2023-08-22,0.95,1.1,1.06,0.68,0.56,1.3
2023-08-23,1.18,1.26,1.48,0.89,0.34,1.48
2023-08-24,1.12,1.32,1.26,0.79,0.76,1.35
2023-08-25,1.11,1.16,1.2,0.97,0.25,1.39
2023-08-28,1.04,1.17,1.14,0.77,0.42,1.37
2023-08-29,0.96,1.03,1.29,0.69,0.26,1.23
2023-08-30,1.09,1.17,1.31,0.86,0.57,1.3
2023-08-31,0.95,1.04,1.23,0.67,0.3,1.46
2023-09-01,1.04,1.37,1.16,0.65,0.65,1.54
2023-09-05,1.05,1.26,1.23,0.74,0.59,1.45
2023-09-06,1.23,1.27,1.5,0.98,0.46,1.46
2023-09-07,1.12,1.28,1.38,0.81,0.63,1.43
2023-09-08,1.05,1.29,1.21,0.75,0.32,1.54
2023-09-11,1.01,1.21,1.3,0.7,0.28,1.48
2023-09-12,0.99,1.05,1.15,0.84,0.39,1.2
2023-09-13,1.27,1.23,1.62,1.14,0.79,1.47
2023-09-14,1.07,1.2,1.14,0.85,0.44,1.48
2023-09-15,0.94,1.04,1.08,0.7,0.43,1.44
2023-09-18,1.03,1.19,1.52,0.61,0.56,1.43
2023-09-19,0.91,0.94,1.02,0.76,0.46,1.32
2023-09-20,1.08,1.12,1.38,0.79,0.43,1.47
2023-09-21,1.15,1.25,1.23,0.88,0.78,1.45
2023-09-22,1.16,1.28,1.3,0.85,0.51,1.57
2023-09-25,1.09,1.19,1.34,0.71,0.28,1.55
2023-09-26,1.14,1.17,1.3,0.88,0.67,1.4
2023-09-27,1.29,1.2,1.86,0.94,0.65,1.37
2023-09-28,1.0,1.03,1.14,0.8,0.38,1.35
2023-09-29,1.04,1.26,0.98,0.73,0.91,1.35
2023-10-02,1.09,1.24,1.15,0.76,0.69,1.36
2023-10-03,1.13,1.25,1.16,0.8,0.76,1.49
2023-10-04,1.59,1.39,2.36,1.11,1.14,1.44
2023-10-05,1.3,1.43,1.5,0.86,1.56,1.36
2023-10-06,0.96,1.11,0.98,0.68,0.52,1.23
2023-10-09,1.08,1.25,1.23,0.66,0.85,1.35
2023-10-10,0.97,1.09,1.09,0.63,0.45,1.35
2023-10-11,1.26,1.17,1.7,1.04,0.53,1.35
2023-10-12,1.11,1.14,1.43,0.8,0.86,1.21
2023-10-13,1.06,1.15,1.3,0.7,0.58,1.69
2023-10-16,1.05,1.1,1.36,0.7,0.46,1.4
2023-10-17,1.05,1.02,1.43,0.8,0.4,1.3
2023-10-18,1.02,1.2,1.01,0.68,0.49,1.53
