date,CBOE_Total_Call_Volume,CBOE_Total_Put_Volume,CBOE_Total_Total_Volume,CBOE_Total_PCR_Calculated,CBOE_Total_PCR_Diff,CBOE_Index_Call_Volume,CBOE_Index_Put_Volume,CBOE_Index_Total_Volume,CBOE_Index_PCR_Calculated,CBOE_Index_PCR_Diff,CBOE_ETP_Call_Volume,CBOE_ETP_Put_Volume,CBOE_ETP_Total_Volume,CBOE_ETP_PCR_Calculated,CBOE_ETP_PCR_Diff,CBOE_Equity_Call_Volume,CBOE_Equity_Put_Volume,CBOE_Equity_Total_Volume,CBOE_Equity_PCR_Calculated,CBOE_Equity_PCR_Diff,CBOE_VIX_Call_Volume,CBOE_VIX_Put_Volume,CBOE_VIX_Total_Volume,CBOE_VIX_PCR_Calculated,CBOE_VIX_PCR_Diff,CBOE_SPX_Call_Volume,CBOE_SPX_Put_Volume,CBOE_SPX_Total_Volume,CBOE_SPX_PCR_Calculated,CBOE_SPX_PCR_Diff
2019-11-20,2472733.0,2472522.0,4945255.0,1.0,0.0,989025.0,1259162.0,2248187.0,1.27,0.0,354327.0,492007.0,846334.0,1.39,0.0,1129381.0,721353.0,1850734.0,0.64,0.0,418428.0,257684.0,676112.0,0.62,0.0,490411.0,962525.0,1452936.0,1.96,0.0
2019-11-21,1717349.0,2081338.0,3798687.0,1.21,0.0,433194.0,934337.0,1367531.0,2.16,0.0,285759.0,562666.0,848425.0,1.97,0.0,998396.0,584335.0,1582731.0,0.59,0.0,144389.0,151777.0,296166.0,1.05,0.0,256160.0,664177.0,920337.0,2.59,0.0
2019-11-22,2006140.0,1917112.0,3923252.0,0.96,0.0,530757.0,907878.0,1438635.0,1.71,0.0,340803.0,349274.0,690077.0,1.02,0.0,1134580.0,659960.0,1794540.0,0.58,0.0,96206.0,157004.0,253210.0,1.63,0.0,360703.0,722322.0,1083025.0,2.0,0.0
2019-11-25,2168997.0,2043711.0,4212708.0,0.94,0.0,752850.0,897496.0,1650346.0,1.19,0.0,411071.0,509903.0,920974.0,1.24,0.0,1005076.0,636312.0,1641388.0,0.63,0.0,258208.0,121508.0,379716.0,0.47,0.0,419674.0,717690.0,1137364.0,1.71,0.0
2019-11-26,1943828.0,2031752.0,3975580.0,1.05,0.0,623439.0,656082.0,1279521.0,1.05,0.0,345910.0,821092.0,1167002.0,2.37,0.0,974479.0,554578.0,1529057.0,0.57,0.0,248298.0,76812.0,325110.0,0.31,0.0,348561.0,549937.0,898498.0,1.58,0.0
2019-11-27,2148686.0,2027870.0,4176556.0,0.94,0.0,850875.0,875936.0,1726811.0,1.03,0.0,317211.0,579260.0,896471.0,1.83,0.0,980600.0,572674.0,1553274.0,0.58,0.0,115978.0,41141.0,157119.0,0.35,0.0,636925.0,778475.0,1415400.0,1.22,0.0
2019-11-29,1227956.0,1182411.0,2410367.0,0.96,0.0,469224.0,610195.0,1079419.0,1.3,0.0,218975.0,251216.0,470191.0,1.15,0.0,539757.0,321000.0,860757.0,0.59,0.0,132060.0,14097.0,146157.0,0.11,0.0,282524.0,572248.0,854772.0,2.03,0.0
2019-12-02,2451302.0,2416259.0,4867561.0,0.99,0.0,1007087.0,1346683.0,2353770.0,1.34,0.0,452677.0,415558.0,868235.0,0.92,0.0,991538.0,654018.0,1645556.0,0.66,0.0,356447.0,218055.0,574502.0,0.61,0.0,569731.0,1032511.0,1602242.0,1.81,0.0
2019-12-03,2224134.0,2502157.0,4726291.0,1.13,0.0,789775.0,1112617.0,1902392.0,1.41,0.0,432292.0,684984.0,1117276.0,1.58,0.0,1002067.0,704556.0,1706623.0,0.7,0.0,245090.0,221849.0,466939.0,0.91,0.0,522577.0,860672.0,1383249.0,1.65,0.0
2019-12-04,1811749.0,1767740.0,3579489.0,0.98,0.0,615969.0,893843.0,1509812.0,1.45,0.0,312730.0,395372.0,708102.0,1.26,0.0,883050.0,478525.0,1361575.0,0.54,0.0,135233.0,124754.0,259987.0,0.92,0.0,416097.0,749714.0,1165811.0,1.8,0.0
2019-12-05,1395287.0,1513342.0,2908629.0,1.08,0.0,417270.0,674675.0,1091945.0,1.62,0.0,205355.0,334748.0,540103.0,1.63,0.0,772662.0,503919.0,1276581.0,0.65,0.0,149839.0,79056.0,228895.0,0.53,0.0,241269.0,484335.0,725604.0,2.01,0.0
2019-12-06,2512997.0,2208461.0,4721458.0,0.88,0.0,818425.0,1009132.0,1827557.0,1.23,0.0,490285.0,556726.0,1047011.0,1.14,0.0,1204287.0,642603.0,1846890.0,0.53,0.0,158834.0,89299.0,248133.0,0.56,0.0,570119.0,880962.0,1451081.0,1.55,0.0
2019-12-09,1889868.0,1933135.0,3823003.0,1.02,0.0,655404.0,1011417.0,1666821.0,1.54,0.0,316074.0,334460.0,650534.0,1.06,0.0,918390.0,587258.0,1505648.0,0.64,0.0,239453.0,188002.0,427455.0,0.79,0.0,347641.0,798568.0,1146209.0,2.3,0.0
2019-12-10,1794181.0,1754761.0,3548942.0,0.98,0.0,679717.0,884524.0,1564241.0,1.3,0.0,272873.0,227059.0,499932.0,0.83,0.0,841591.0,643178.0,1484769.0,0.76,0.0,312821.0,222780.0,535601.0,0.71,0.0,318085.0,632670.0,950755.0,1.99,0.0
